PassengerId,Survived,Pclass,Sex,Age,Fare,Embarked,Title,FamilySize,Singleton,SmallFamily,LargeFamily
844,Did Not Survive,3,male,34,6.4375,C,Mr,1,1,0,0
845,Did Not Survive,3,male,17,8.6625,S,Mr,1,1,0,0
846,Did Not Survive,3,male,42,7.55,S,Mr,1,1,0,0
847,Did Not Survive,3,male,26,69.55,S,Mr,11,0,0,1
848,Did Not Survive,3,male,35,7.8958,C,Mr,1,1,0,0
849,Did Not Survive,2,male,28,33.0,S,Officer,2,0,1,0
850,Survived,1,female,40,89.1042,C,Mrs,2,0,1,0
851,Did Not Survive,3,male,4,31.275,S,Master,7,0,0,1
852,Did Not Survive,3,male,74,7.775,S,Mr,1,1,0,0
853,Did Not Survive,3,female,9,15.2458,C,Miss,3,0,1,0
854,Survived,1,female,16,39.4,S,Miss,2,0,1,0
855,Did Not Survive,2,female,44,26.0,S,Mrs,2,0,1,0
856,Survived,3,female,18,9.35,S,Mrs,2,0,1,0
857,Survived,1,female,45,164.8667,S,Mrs,3,0,1,0
858,Survived,1,male,51,26.55,S,Mr,1,1,0,0
859,Survived,3,female,24,19.2583,C,Mrs,4,0,1,0
860,Did Not Survive,3,male,26,7.2292,C,Mr,1,1,0,0
861,Did Not Survive,3,male,41,14.1083,S,Mr,3,0,1,0
862,Did Not Survive,2,male,21,11.5,S,Mr,2,0,1,0
863,Survived,1,female,48,25.9292,S,Mrs,1,1,0,0
864,Did Not Survive,3,female,18,69.55,S,Miss,11,0,0,1
865,Did Not Survive,2,male,24,13.0,S,Mr,1,1,0,0
866,Survived,2,female,42,13.0,S,Mrs,1,1,0,0
867,Survived,2,female,27,13.8583,C,Miss,2,0,1,0
868,Did Not Survive,1,male,31,50.4958,S,Mr,1,1,0,0
869,Did Not Survive,3,male,26,9.5,S,Mr,1,1,0,0
870,Survived,3,male,4,11.1333,S,Master,3,0,1,0
871,Did Not Survive,3,male,26,7.8958,S,Mr,1,1,0,0
872,Survived,1,female,47,52.5542,S,Mrs,3,0,1,0
873,Did Not Survive,1,male,33,5.0,S,Mr,1,1,0,0
874,Did Not Survive,3,male,47,9.0,S,Mr,1,1,0,0
875,Survived,2,female,28,24.0,C,Mrs,2,0,1,0
876,Survived,3,female,15,7.225,C,Miss,1,1,0,0
877,Did Not Survive,3,male,20,9.8458,S,Mr,1,1,0,0
878,Did Not Survive,3,male,19,7.8958,S,Mr,1,1,0,0
879,Did Not Survive,3,male,26,7.8958,S,Mr,1,1,0,0
880,Survived,1,female,56,83.1583,C,Mrs,2,0,1,0
881,Survived,2,female,25,26.0,S,Mrs,2,0,1,0
882,Did Not Survive,3,male,33,7.8958,S,Mr,1,1,0,0
883,Did Not Survive,3,female,22,10.5167,S,Miss,1,1,0,0
884,Did Not Survive,2,male,28,10.5,S,Mr,1,1,0,0
885,Did Not Survive,3,male,25,7.05,S,Mr,1,1,0,0
886,Did Not Survive,3,female,39,29.125,Q,Mrs,6,0,0,1
887,Did Not Survive,2,male,27,13.0,S,Officer,1,1,0,0
888,Survived,1,female,19,30.0,S,Miss,1,1,0,0
889,Did Not Survive,3,female,18,23.45,S,Miss,4,0,1,0
890,Survived,1,male,26,30.0,C,Mr,1,1,0,0
891,Did Not Survive,3,male,32,7.75,Q,Mr,1,1,0,0
